state,county,state_name,geo_id,population,pop_density
AK,Kodiak Island Borough,Alaska,02150,13345,2.0172729248
AK,Kusilvak Census Area,Alaska,02158,8303,0.4862974641
AK,Lake and Peninsula Borough,Alaska,02164,1587,0.0664089117
AK,Matanuska-Susitna Borough,Alaska,02170,107610,4.3542490487
AK,Nome Census Area,Alaska,02180,10008,0.4356614048
AK,North Slope Borough,Alaska,02185,9872,0.1111406362
AK,Northwest Arctic Borough,Alaska,02188,7671,0.2151846209
AK,Petersburg Borough,Alaska,02195,3221,1.1104542004
AK,Prince of Wales-Hyder Census Area,Alaska,02198,6422,1.2202695576
AK,Sitka City and Borough,Alaska,02220,8647,3.0128759126
AK,Skagway Municipality,Alaska,02230,1148,2.6455700416
AK,Southeast Fairbanks Census Area,Alaska,02240,6918,0.278695684
AK,Valdez-Cordova Census Area,Alaska,02261,9164,0.2677816989
AK,Wrangell City and Borough,Alaska,02275,2503,0.9792662974
AK,Yakutat City and Borough,Alaska,02282,604,0.0792310047
AK,Yukon-Koyukuk Census Area,Alaska,02290,5327,0.0365930984
AZ,Apache,Arizona,04001,71818,6.413768529
AZ,Cochise,Arizona,04003,126770,20.56427823
AZ,Coconino,Arizona,04005,142854,7.6726192992
AZ,Gila,Arizona,04007,53889,11.325986655
AZ,Graham,Arizona,04009,38072,8.2358796196
AZ,Greenlee,Arizona,04011,9483,5.1482697863
AZ,La Paz,Arizona,04012,21098,4.6888309769
AZ,Maricopa,Arizona,04013,4410824,479.4764304
AZ,Mohave,Arizona,04015,209550,15.742539574
AZ,Navajo,Arizona,04017,110445,11.100123355
AZ,Pima,Arizona,04019,1039073,113.09979314
AZ,Pinal,Arizona,04021,447138,83.330493702
AZ,Santa Cruz,Arizona,04023,46511,37.602208146
AZ,Yavapai,Arizona,04025,231993,28.558217746
AZ,Yuma,Arizona,04027,212128,38.470979394
AR,Arkansas,Arkansas,05001,17769,17.9709208
AR,Ashley,Arkansas,05003,20046,21.662999825
AR,Baxter,Arkansas,05005,41619,75.093934913
AR,Benton,Arkansas,05007,272608,321.63932955
AR,Boone,Arkansas,05009,37480,63.526433563
AR,Bradley,Arkansas,05011,10897,16.784333234
AR,Calhoun,Arkansas,05013,5277,8.3953150843
AR,Carroll,Arkansas,05015,28223,44.800928174
AR,Chicot,Arkansas,05017,10438,16.199614005
AR,Clark,Arkansas,05019,22061,25.472316857
AR,Clay,Arkansas,05021,14847,23.217736871
AR,Cleburne,Arkansas,05023,24965,45.084706902
AR,Cleveland,Arkansas,05025,8018,13.412871423
AR,Columbia,Arkansas,05027,23537,30.727792724
AR,Conway,Arkansas,05029,20891,37.828544349
AR,Craighead,Arkansas,05031,108558,153.48489237
AR,Crawford,Arkansas,05033,63406,107.25055074
AR,Crittenden,Arkansas,05035,48342,79.20594433
AR,Cross,Arkansas,05037,16676,27.05465413
AR,Dallas,Arkansas,05039,7182,10.761383639
AR,Desha,Arkansas,05041,11512,14.986939894
AR,Drew,Arkansas,05043,18328,22.125731613
AR,Faulkner,Arkansas,05045,124806,192.61993238
AR,Franklin,Arkansas,05047,17810,29.251865935
AR,Fulton,Arkansas,05049,12269,19.846564485
AR,Garland,Arkansas,05051,99154,146.30495102
AR,Grant,Arkansas,05053,18188,28.787064887
AR,Greene,Arkansas,05055,45325,78.459263269
AR,Hempstead,Arkansas,05057,21741,29.883712392
AR,Hot Spring,Arkansas,05059,33701,54.779866739
AR,Howard,Arkansas,05061,13341,22.666934514
AR,Independence,Arkansas,05063,37678,49.319726544
AR,Izard,Arkansas,05065,13593,23.41297489
AR,Jackson,Arkansas,05067,16811,26.518989302
AR,Jefferson,Arkansas,05069,68114,78.293590368
AR,Johnson,Arkansas,05071,26742,40.525027934
AR,Lafayette,Arkansas,05073,6682,12.648231995
AR,Lawrence,Arkansas,05075,16434,27.967935241
AR,Lee,Arkansas,05077,8985,14.909863035
AR,Lincoln,Arkansas,05079,13383,23.831748998
AR,Little River,Arkansas,05081,12326,23.158453719
AR,Logan,Arkansas,05083,21737,30.696690278
AR,Lonoke,Arkansas,05085,73657,95.546462579
AR,Madison,Arkansas,05087,16481,19.755374235
AR,Marion,Arkansas,05089,16722,28.012103192
AR,Miller,Arkansas,05091,43592,69.666031456
AR,Mississippi,Arkansas,05093,41239,45.791823127
AR,Monroe,Arkansas,05095,6900,11.364790682
AR,Montgomery,Arkansas,05097,8924,11.443104702
AR,Nevada,Arkansas,05099,8326,13.476024627
AR,Newton,Arkansas,05101,7805,9.5077549052
AR,Ouachita,Arkansas,05103,23606,32.214182855
AR,Perry,Arkansas,05105,10352,18.768461813
AR,Phillips,Arkansas,05107,18029,25.917573945
AR,Pike,Arkansas,05109,10673,17.769790471
AR,Poinsett,Arkansas,05111,23974,31.612860463
AR,Polk,Arkansas,05113,20049,23.375831327
AR,Pope,Arkansas,05115,64000,78.767276003
AR,Prairie,Arkansas,05117,8074,12.462049541
AR,Pulaski,Arkansas,05119,392680,517.42322701
AR,Randolph,Arkansas,05121,17948,27.518169014
AR,St. Francis,Arkansas,05123,25439,40.073839601
AR,Saline,Arkansas,05125,121421,167.81364049
AR,Scott,Arkansas,05127,10319,11.564410034
AR,Searcy,Arkansas,05129,7958,11.947252317
AR,Sebastian,Arkansas,05131,127753,240.1846226
AR,Sevier,Arkansas,05133,17139,30.327516453
AR,Sharp,Arkansas,05135,17366,28.731305394
AR,Stone,Arkansas,05137,12457,20.542406304
AR,Union,Arkansas,05139,39126,37.649550945
AR,Van Buren,Arkansas,05141,16603,23.393298175
AR,Washington,Arkansas,05143,236961,251.54733629
AR,White,Arkansas,05145,78727,76.058647934
AR,Woodruff,Arkansas,05147,6490,11.060580858
AR,Yell,Arkansas,05149,21535,23.152484354
CA,Alameda,California,06001,1666753,2260.6172815
CA,Alpine,California,06003,1101,1.4911822298
CA,Amador,California,06005,39383,66.237595522
CA,Butte,California,06007,231256,141.31390825
CA,Calaveras,California,06009,45602,44.707141846
CA,Colusa,California,06011,21627,18.794434391
CA,Contra Costa,California,06013,1150215,1604.0222051
CA,Del Norte,California,06015,27828,27.655764833
CA,El Dorado,California,06017,190678,111.64849685
CA,Fresno,California,06019,994400,166.89888064
CA,Glenn,California,06021,28047,21.345275346
CA,Humboldt,California,06023,136373,38.219270159
CA,Imperial,California,06025,181827,43.534898333
CA,Inyo,California,06027,17987,1.7667330058
CA,Kern,California,06029,896764,110.27241954
CA,Kings,California,06031,151366,108.87219437
CA,Lake,California,06033,64382,51.23845743
CA,Lassen,California,06035,30802,6.7828105546
CA,Los Angeles,California,06037,10105518,2490.1520009
CA,Madera,California,06039,157672,73.784428644
CA,Marin,California,06041,259666,498.91943986
CA,Mariposa,California,06043,17471,12.058631897
CA,Mendocino,California,06045,87606,24.984894692
CA,Merced,California,06047,274765,141.94999677
CA,Modoc,California,06049,8777,2.2416343556
CA,Mono,California,06051,14250,4.6736841662
CA,Monterey,California,06053,435594,132.73342057
CA,Napa,California,06055,139417,186.30912441
CA,Nevada,California,06057,99696,104.09286589
CA,Orange,California,06059,3185968,4018.7210395
CA,Placer,California,06061,393149,279.4073303
CA,Plumas,California,06063,18804,7.3652724675
CA,Riverside,California,06065,2450758,340.07325608
CA,Sacramento,California,06067,1540975,1596.1292848
CA,San Benito,California,06069,61537,44.314210812
CA,San Bernardino,California,06071,2171603,108.25593326
CA,San Diego,California,06073,3343364,794.38135555
CA,San Francisco,California,06075,883305,18848.498575
CA,San Joaquin,California,06077,752660,540.55410882
CA,San Luis Obispo,California,06079,284010,86.047009542
CA,San Mateo,California,06081,769545,1715.3010657
CA,Santa Barbara,California,06083,446527,163.25569659
CA,Santa Clara,California,06085,1937570,1500.7291893
CA,Santa Cruz,California,06087,274255,616.13143107
CA,Shasta,California,06089,180040,47.687714033
CA,Sierra,California,06091,2987,3.1337591117
CA,Siskiyou,California,06093,43724,6.9637867467
CA,Solano,California,06095,446610,543.48518937
CA,Sonoma,California,06097,499942,317.24772804
CA,Stanislaus,California,06099,549815,367.519528
CA,Sutter,California,06101,96807,160.66740977
CA,Tehama,California,06103,63916,21.672782844
CA,Trinity,California,06105,12535,3.9427318947
CA,Tulare,California,06107,465861,96.563936248
CA,Tuolumne,California,06109,54539,24.557268145
CA,Ventura,California,06111,850967,461.86273094
CA,Yolo,California,06113,220408,217.20800282
CA,Yuba,California,06115,78041,123.47946969
CO,Adams,Colorado,08001,511868,438.8979388
CO,Alamosa,Colorado,08003,16683,23.088195473
CO,Arapahoe,Colorado,08005,651215,816.12917964
CO,Archuleta,Colorado,08007,13765,10.195640232
CO,Baca,Colorado,08009,3585,1.4031351005
CO,Bent,Colorado,08011,5882,3.8880340539
CO,Boulder,Colorado,08013,326078,448.9143187
CO,Broomfield,Colorado,08014,69267,2098.7742831
CO,Chaffee,Colorado,08015,20027,19.762022163
CO,Cheyenne,Colorado,08017,1876,1.0549542427
CO,Clear Creek,Colorado,08019,9605,24.304184289
CO,Conejos,Colorado,08021,8200,6.3692452724
CO,Costilla,Colorado,08023,3828,3.1182962122
CO,Crowley,Colorado,08025,5858,7.4394146957
CO,Custer,Colorado,08027,4954,6.7070497655
CO,Delta,Colorado,08029,30953,27.101189707
CO,Denver,Colorado,08031,716492,4674.0308503
CO,Dolores,Colorado,08033,2074,1.9434572114
CO,Douglas,Colorado,08035,342776,407.94521315
CO,Eagle,Colorado,08037,54993,32.64703072
CO,Elbert,Colorado,08039,26282,14.200066737
CO,El Paso,Colorado,08041,713856,335.64075915
CO,Fremont,Colorado,08043,48021,31.323174703
CO,Garfield,Colorado,08045,59770,20.277894093
CO,Gilpin,Colorado,08047,6121,40.834962852
CO,Grand,Colorado,08049,15525,8.4080663561
CO,Gunnison,Colorado,08051,17246,5.324249972
CO,Hinsdale,Colorado,08053,811,0.7259019094
CO,Huerfano,Colorado,08055,6889,4.3298913942
CO,Jackson,Colorado,08057,1399,0.8669379065
CO,Jefferson,Colorado,08059,580233,759.1793266
CO,Kiowa,Colorado,08061,1383,0.7823244232
CO,Kit Carson,Colorado,08063,7163,3.3149428067
CO,Lake,Colorado,08065,7824,20.757771652
CO,La Plata,Colorado,08067,56310,33.323772586
CO,Larimer,Colorado,08069,350518,135.03440473
CO,Las Animas,Colorado,08071,14503,3.0385895428
CO,Lincoln,Colorado,08073,5610,2.1763761736
CO,Logan,Colorado,08075,21528,11.708918652
CO,Mesa,Colorado,08077,153207,46.02284001
CO,Mineral,Colorado,08079,776,0.8860870484
CO,Moffat,Colorado,08081,13188,2.7803759
CO,Montezuma,Colorado,08083,26158,12.889976505
CO,Montrose,Colorado,08085,42214,18.837579193
CO,Morgan,Colorado,08087,28558,22.30248204
CO,Otero,Colorado,08089,18432,14.606015807
CO,Ouray,Colorado,08091,4833,8.9236751957
CO,Park,Colorado,08093,18556,8.4579871298
CO,Phillips,Colorado,08095,4286,6.2303041849
CO,Pitkin,Colorado,08097,17950,18.491783905
CO,Prowers,Colorado,08099,12164,7.4243298348
CO,Pueblo,Colorado,08101,167529,70.210993427
CO,Rio Blanco,Colorado,08103,6336,1.9671089583
CO,Rio Grande,Colorado,08105,11250,12.336116249
CO,Routt,Colorado,08107,25733,10.894489846
CO,Saguache,Colorado,08109,6843,2.1596520906
CO,San Juan,Colorado,08111,762,1.9663727206
CO,San Miguel,Colorado,08113,8191,6.3657662953
CO,Sedgwick,Colorado,08115,2303,4.2022417748
CO,Summit,Colorado,08117,31007,50.969936783
CO,Teller,Colorado,08119,25083,45.028853782
CO,Washington,Colorado,08121,4909,1.9494982734
CO,Weld,Colorado,08123,314305,78.851684923
CO,Yuma,Colorado,08125,10020,4.2378644826
CT,Fairfield,Connecticut,09001,943823,1510.2017654
CT,Hartford,Connecticut,09003,892697,1214.6158128
CT,Litchfield,Connecticut,09005,181111,196.7501285
CT,Middlesex,Connecticut,09007,162682,440.50933532
CT,New Haven,Connecticut,09009,857620,1418.6894119
CT,New London,Connecticut,09011,266784,401.09168696
CT,Tolland,Connecticut,09013,150921,367.78399765
CT,Windham,Connecticut,09015,117027,228.15463809
DE,Kent,Delaware,10001,178550,304.7934112
DE,New Castle,Delaware,10003,559335,1312.0238484
DE,Sussex,Delaware,10005,229286,244.93186001
DC,District of Columbia,District of Columbia,11001,702455,11490.11954
FL,Alachua,Florida,12001,269956,308.50950977
FL,Baker,Florida,12003,28355,48.451027051
FL,Bay,Florida,12005,185287,244.27089664
FL,Bradford,Florida,12007,27732,94.338220672
FL,Brevard,Florida,12009,596849,587.92371439
FL,Broward,Florida,12011,1951260,1621.8541187
FL,Calhoun,Florida,12013,14587,25.711451827
FL,Charlotte,Florida,12015,184998,271.61376244
FL,Citrus,Florida,12017,147929,254.21245189
FL,Clay,Florida,12019,216072,357.27318373
FL,Collier,Florida,12021,378488,189.59334129
FL,Columbia,Florida,12023,70503,88.399428042
FL,DeSoto,Florida,12027,37489,58.880799073
FL,Dixie,Florida,12029,16700,23.684422744
FL,Duval,Florida,12031,950181,1245.4276983
FL,Escambia,Florida,12033,315534,480.28674691
FL,Flagler,Florida,12035,112067,230.99691298
FL,Franklin,Florida,12037,11736,21.528379227
FL,Gadsden,Florida,12039,45894,88.891268286
FL,Gilchrist,Florida,12041,18256,52.205512015
FL,Glades,Florida,12043,13724,17.014259764
FL,Gulf,Florida,12045,16164,29.207415534
FL,Hamilton,Florida,12047,14310,27.852272385
FL,Hardee,Florida,12049,27245,42.731756899
FL,Hendry,Florida,12051,41556,35.940976517
FL,Hernando,Florida,12053,190865,403.71096062
FL,Highlands,Florida,12055,105424,103.63219933
FL,Hillsborough,Florida,12057,1436888,1406.1656524
FL,Holmes,Florida,12059,19477,40.673970115
FL,Indian River,Florida,12061,157413,313.08292702
FL,Jackson,Florida,12063,48305,52.609709109
FL,Jefferson,Florida,12065,14288,23.889889623
FL,Lafayette,Florida,12067,8732,16.069996679
FL,Lake,Florida,12069,356495,374.98241314
FL,Lee,Florida,12071,754610,964.95403225
FL,Leon,Florida,12073,292502,438.64443441
FL,Levy,Florida,12075,40770,36.459294309
FL,Liberty,Florida,12077,8457,10.121314956
FL,Madison,Florida,12079,18529,26.60191139
FL,Manatee,Florida,12081,394855,531.33812168
FL,Marion,Florida,12083,359977,226.62767089
FL,Martin,Florida,12085,160912,295.91098345
FL,Miami-Dade,Florida,12086,2761581,1454.4185518
FL,Monroe,Florida,12087,75027,76.322425169
FL,Nassau,Florida,12089,85832,132.31784045
FL,Okaloosa,Florida,12091,207269,222.81400398
FL,Okeechobee,Florida,12093,41537,54.024408265
FL,Orange,Florida,12095,1380645,1529.7338906
FL,Osceola,Florida,12097,367990,277.16119011
FL,Palm Beach,Florida,12099,1485941,755.96466773
FL,Pasco,Florida,12101,539630,722.71693249
FL,Pinellas,Florida,12103,975280,3562.6795555
FL,Polk,Florida,12105,708009,393.95979207
FL,Putnam,Florida,12107,74163,101.89085222
FL,St. Johns,Florida,12109,254261,423.26477529
FL,St. Lucie,Florida,12111,321128,561.72251106
FL,Santa Rosa,Florida,12113,179349,177.15590737
FL,Sarasota,Florida,12115,426718,766.28137617
FL,Seminole,Florida,12117,467832,1512.0578727
FL,Sumter,Florida,12119,128754,231.1094292
FL,Suwannee,Florida,12121,44191,64.179586421
FL,Taylor,Florida,12123,21623,20.725228238
FL,Union,Florida,12125,14940,61.341150462
FL,Volusia,Florida,12127,547538,497.19992295
FL,Wakulla,Florida,12129,32461,53.529058508
FL,Walton,Florida,12131,71375,68.779121381
FL,Washington,Florida,12133,24880,42.553445095
GA,Appling,Georgia,13001,18507,36.411471039
GA,Atkinson,Georgia,13003,8297,24.209373282
GA,Bacon,Georgia,13005,11185,39.372054789
GA,Baker,Georgia,13007,3092,9.0420637971
GA,Baldwin,Georgia,13009,44823,173.26307428
GA,Banks,Georgia,13011,18988,81.825059324
GA,Barrow,Georgia,13013,80809,501.80587698
GA,Bartow,Georgia,13015,106408,231.56271163
GA,Ben Hill,Georgia,13017,16787,67.115205338
GA,Berrien,Georgia,13019,19252,42.463597122
GA,Bibb,Georgia,13021,153095,613.85708065
GA,Bleckley,Georgia,13023,12838,59.470971049
GA,Brantley,Georgia,13025,18897,42.655658033
GA,Brooks,Georgia,13027,15513,31.460501666
GA,Bryan,Georgia,13029,38109,87.096228739
GA,Bulloch,Georgia,13031,77296,114.35230429
GA,Burke,Georgia,13033,22423,27.112519115
GA,Butts,Georgia,13035,24193,131.7056227
GA,Calhoun,Georgia,13037,6352,22.654635493
GA,Camden,Georgia,13039,53677,85.160835276
GA,Candler,Georgia,13043,10836,44.58171172
GA,Carroll,Georgia,13045,118121,236.70227107
GA,Catoosa,Georgia,13047,67420,415.75588371
GA,Charlton,Georgia,13049,12968,16.623789475
GA,Chatham,Georgia,13051,289195,667.69685409
GA,Chattahoochee,Georgia,13053,10684,42.952971556
GA,Chattooga,Georgia,13055,24790,79.118695952
GA,Cherokee,Georgia,13057,254149,603.5603742
GA,Clarke,Georgia,13059,127330,1068.0392115
GA,Clay,Georgia,13061,2887,14.774522292
GA,Clayton,Georgia,13063,289615,2044.2566331
GA,Clinch,Georgia,13065,6648,8.1570979007
GA,Cobb,Georgia,13067,756865,2227.6706927
GA,Coffee,Georgia,13069,43093,72.755654622
GA,Colquitt,Georgia,13071,45592,83.345601713
GA,Columbia,Georgia,13073,154291,531.89864107
GA,Cook,Georgia,13075,17162,75.180213791
GA,Coweta,Georgia,13077,145864,330.80839942
GA,Crawford,Georgia,13079,12318,37.911632258
GA,Crisp,Georgia,13081,22601,82.890437462
GA,Dade,Georgia,13083,16226,93.263758111
GA,Dawson,Georgia,13085,25083,118.9737044
GA,Decatur,Georgia,13087,26575,44.501432126
GA,DeKalb,Georgia,13089,756558,2825.8715707
GA,Dodge,Georgia,13091,20705,41.747757656
GA,Dooly,Georgia,13093,13706,34.908133826
GA,Dougherty,Georgia,13095,91243,277.63494602
GA,Douglas,Georgia,13097,145331,726.30580653
GA,Early,Georgia,13099,10247,19.990264609
GA,Echols,Georgia,13101,4000,9.5145860704
GA,Effingham,Georgia,13103,62190,129.88932676
GA,Elbert,Georgia,13105,19120,54.457786813
GA,Emanuel,Georgia,13107,22612,33.225013492
GA,Evans,Georgia,13109,10721,58.61845002
GA,Fannin,Georgia,13111,25964,67.085284623
GA,Fayette,Georgia,13113,113459,583.7221418
GA,Floyd,Georgia,13115,97927,192.08052922
GA,Forsyth,Georgia,13117,236612,1053.7096693
GA,Franklin,Georgia,13119,23023,88.021651315
GA,Fulton,Georgia,13121,1050114,1993.6122817
GA,Gilmer,Georgia,13123,30816,72.301855514
GA,Glascock,Georgia,13125,2995,20.8354278
GA,Glynn,Georgia,13127,85219,203.11957388
GA,Gordon,Georgia,13129,57685,162.11335613
GA,Grady,Georgia,13131,24748,54.450921322
GA,Greene,Georgia,13133,17698,45.654448687
GA,Gwinnett,Georgia,13135,927781,2154.8583776
GA,Habersham,Georgia,13137,45388,163.95762704
GA,Hall,Georgia,13139,202148,514.3923541
GA,Hancock,Georgia,13141,8348,17.721468341
GA,Haralson,Georgia,13143,29533,104.66562084
GA,Harris,Georgia,13145,34475,74.324009182
GA,Hart,Georgia,13147,26099,112.29182638
GA,Heard,Georgia,13149,11879,40.131536583
GA,Henry,Georgia,13151,230220,722.48832395
GA,Houston,Georgia,13153,155469,413.41872333
GA,Irwin,Georgia,13155,9398,26.520847355
GA,Jackson,Georgia,13157,70422,207.3270136
GA,Jasper,Georgia,13159,14040,38.109919057
GA,Jeff Davis,Georgia,13161,15029,45.416099152
GA,Jefferson,Georgia,13163,15430,29.303907704
GA,Jenkins,Georgia,13165,8683,24.999647224
GA,Johnson,Georgia,13167,9708,32.037609077
GA,Jones,Georgia,13169,28616,72.640748024
GA,Lamar,Georgia,13171,19000,103.54187573
GA,Lanier,Georgia,13173,10340,52.611184538
GA,Laurens,Georgia,13175,47325,58.621547066
GA,Lee,Georgia,13177,29764,83.634381121
GA,Liberty,Georgia,13179,61497,119.07166242
GA,Lincoln,Georgia,13181,7915,37.622182655
GA,Long,Georgia,13183,18998,47.448361983
GA,Lowndes,Georgia,13185,116321,233.97390852
GA,Lumpkin,Georgia,13187,32955,116.47261993
GA,McDuffie,Georgia,13189,21531,83.62471246
GA,McIntosh,Georgia,13191,14340,33.244163906
GA,Macon,Georgia,13193,13143,32.803205409
GA,Madison,Georgia,13195,29650,105.01976724
GA,Marion,Georgia,13197,8351,22.815884681
GA,Meriwether,Georgia,13199,21068,42.033155007
GA,Miller,Georgia,13201,5686,20.132932055
GA,Mitchell,Georgia,13205,22192,43.330377964
GA,Monroe,Georgia,13207,27520,69.478880956
GA,Montgomery,Georgia,13209,9193,38.122266924
GA,Morgan,Georgia,13211,18853,54.268190664
GA,Murray,Georgia,13213,39921,115.88302809
GA,Muscogee,Georgia,13215,194160,897.07283874
GA,Newton,Georgia,13217,109541,400.15094109
GA,Oconee,Georgia,13219,39272,213.05264292
GA,Oglethorpe,Georgia,13221,15054,34.286697183
GA,Paulding,Georgia,13223,164044,525.29085837
GA,Peach,Georgia,13225,27297,181.65730499
GA,Pickens,Georgia,13227,31980,137.81026386
GA,Pierce,Georgia,13229,19389,56.951250805
GA,Pike,Georgia,13231,18634,86.234276983
GA,Polk,Georgia,13233,42470,136.85414441
GA,Pulaski,Georgia,13235,11069,44.407202115
GA,Putnam,Georgia,13237,21809,63.272846585
GA,Quitman,Georgia,13239,2279,15.069022938
GA,Rabun,Georgia,13241,16867,45.569208767
GA,Randolph,Georgia,13243,6833,15.956153193
GA,Richmond,Georgia,13245,201554,621.47267524
GA,Rockdale,Georgia,13247,90594,697.88349669
GA,Schley,Georgia,13249,5236,31.370757199
GA,Screven,Georgia,13251,13938,21.583486661
GA,Seminole,Georgia,13253,8315,35.005234803
GA,Spalding,Georgia,13255,66100,337.27280528
GA,Stephens,Georgia,13257,26035,145.32497495
GA,Stewart,Georgia,13259,6199,13.512851349
GA,Sumter,Georgia,13261,29733,61.575451905
GA,Talbot,Georgia,13263,6272,16.025452299
GA,Taliaferro,Georgia,13265,1608,8.2627862141
GA,Tattnall,Georgia,13267,25391,52.807684261
GA,Taylor,Georgia,13269,8039,21.341381357
GA,Telfair,Georgia,13271,15876,36.303976323
GA,Terrell,Georgia,13273,8611,25.64790767
GA,Thomas,Georgia,13275,44448,81.614461753
GA,Tift,Georgia,13277,40571,155.50308612
GA,Toombs,Georgia,13279,26887,73.863713594
GA,Towns,Georgia,13281,11852,71.198676956
GA,Treutlen,Georgia,13283,6809,34.141771411
GA,Troup,Georgia,13285,70034,169.16118558
GA,Turner,Georgia,13287,7912,27.721010075
GA,Twiggs,Georgia,13289,8188,22.791337643
GA,Union,Georgia,13291,24001,74.517502401
GA,Upson,Georgia,13293,26215,81.043890723
GA,Walker,Georgia,13295,69410,155.49176487
GA,Walton,Georgia,13297,93503,286.12603538
GA,Ware,Georgia,13299,35680,39.680920231
GA,Warren,Georgia,13301,5251,18.466163888
GA,Washington,Georgia,13303,20386,30.045090206
GA,Wayne,Georgia,13305,29808,46.434429869
GA,Webster,Georgia,13307,2611,12.471546108
GA,Wheeler,Georgia,13309,7879,26.664225716
GA,White,Georgia,13311,29970,124.48941848
GA,Whitfield,Georgia,13313,104062,358.29394249
GA,Wilcox,Georgia,13315,8812,23.323844964
GA,Wilkes,Georgia,13317,9876,21.035108429
GA,Wilkinson,Georgia,13319,9036,20.115117067
GA,Worth,Georgia,13321,20299,35.567841101
HI,Hawaii,Hawaii,15001,200983,49.890897575
HI,Honolulu,Hawaii,15003,980080,1631.932667
HI,Kalawao,Hawaii,15005,88,7.3385877204
HI,Kauai,Hawaii,15007,72133,116.36530521
