"SERIESCODE","INDUSTRY_TITLE","WORKER_TYPE","AREATYPE","AREA","AREANAME","YEAR","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANNUAL"  
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2008,909.79,924.78,894.29,890.4,920.36,931.41,919.17,899.28,904.4,874.94,898.39,870.48,901.91                                                     
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2009,910.65,896.6,907.01,897.08,920.82,925.27,957.22,972.57,947.79,960.68,937.62,960.85,934.04                                                    
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2010,970.78,888.91,942.45,930.02,916.2,936.15,967.1,994.88,880.32,936.19,956.15,987.28,943.5                                                      
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2011,947.21,957.29,932.69,947.22,971.57,980.04,1031.01,1078.94,1067.78,1073.61,1116.72,1118.43,1020.8                                             
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2012,1085.81,1093.53,1126.68,1137.66,1115.91,1137.31,1131.02,1173.53,1177.02,1159.34,1197.8,1177.67,1142.86                                       
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2013,1208.01,1143.82,1179.64,1248.4,1221.2,1198.86,1236.59,1263.63,1230.37,1189.03,1170.43,1147.22,1202.58                                        
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2014,1148.74,1125.38,1147.5,1120.19,1113.62,1098.88,1117.5,1130.25,1138.14,1115.26,1101.47,1088.9,1120.13                                         
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2015,1041.59,1016.36,1115.01,1128.82,1080.35,1042.72,1054.92,1059.48,980.23,999.69,1008.14,999.18,1042.58                                         
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2016,979.13,961.63,1024.44,1016.33,1016.88,1052.59,1051.65,1096.9,1044.03,1032.12,1014.82,1020.46,1027.7                                          
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2017,956.98,978.74,950.98,1008.88,1038.61,1028.99,1031.37,1067.82,1048.36,1052.06,1064.19,1042.19,1022.87                                         
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2018,1043.86,1073.17,1046.83,1027.33,1079.03,1048.42,1087.72,1097.09,1077.47,1122.28,1079.29,1187.7,1081.66                                       
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2019,1145.32,1157.25,1148.36,1180.41,1177.55,1171.42,1175.04,1253.71,1179.58,1151.34,1135.34,1151.74,1168.46                                      
"20236000","Construction of Buildings","Production Workers","01","000036","New York State",2020,1154.14,,,,,,,,,,,,                                                                                                                          
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2007,1055.06,973.22,1008.55,984.6,1070.14,1138,1132.47,1133.16,1175.13,1132.85,1112.5,1060.94,1091.04                              
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2008,1035,1003.45,1038.92,1015.12,1055.75,1059.61,1122.8,1114.4,1164.8,1170.52,1185.99,1129.68,1099.4                              
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2009,1207.22,1273.1,1271.71,1303.09,1292.48,1292.76,1341.63,1283.53,1234.01,1240.4,1295.17,1204.6,1272.23                          
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2010,1291.56,1195.01,1273.94,1363.1,1368.96,1367.56,1346.52,1378.21,1348.44,1365.12,1368.02,1263.36,1336.6                         
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2011,1176,1299.98,1345.2,1301.22,1305.08,1331.02,1371.47,1345.08,1385.46,1328.39,1371.24,1264.49,1325.98                           
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2012,1237.89,1275.77,1349.8,1291.25,1319.49,1365.36,1408.19,1353.13,1451.3,1393.48,1353.86,1349.51,1351.62                         
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2013,1368.84,1403.11,1321.02,1282.48,1391.56,1300.02,1428.44,1436.03,1439.68,1444.55,1492.02,1384.72,1393.47                       
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2014,1355.66,1417.88,1432.69,1437.48,1407.2,1398.54,1499.56,1421.57,1472.74,1458.98,1499.44,1384.69,1433.27                        
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2015,1373.76,1418.6,1497.06,1587.62,1590.16,1562.05,1603.94,1553.71,1485.31,1611.05,1546.7,1572.95,1544.49                         
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2016,1454.79,1480.16,1631.86,1571.67,1570.54,1531.78,1592.83,1592.55,1621.27,1644.68,1531.82,1373.52,1556.35                       
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2017,1531.24,1483.35,1650.92,1657.61,1686.22,1620.98,1562.51,1673.89,1706.59,1647.54,1714.36,1612.77,1635.2                        
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2018,1545.62,1656.36,1770.22,1648.58,1728.03,1680.61,1670.38,1679.79,1601.15,1696.55,1628.15,1745.32,1670.8                        
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2019,1730.31,1660.85,1783.48,1748.99,1733.82,1669.49,1725.3,1755.38,1717.69,1705.74,1789.24,1631.12,1719.71                        
"20237000","Heavy and Civil Engineering Construction","Production Workers","01","000036","New York State",2020,1780.48,,,,,,,,,,,,                                                                                                           
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2007,1038.96,1031.02,1099.33,1068.59,1116.42,1110.93,1113.06,1071.46,1095.08,1076.75,1093.48,1106.82,1086.86                                    
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2008,1132.43,1096.68,1127.97,1098.63,1089.89,1077.92,1087.24,1081.85,1105.34,1084.42,1082.42,1065.03,1093.54                                    
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2009,1033.87,1021.2,1042.44,1019.16,1067.63,1033.78,1111.08,1080.06,1045.8,1074.5,1105.27,1116.99,1062.06                                       
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2010,1078.8,1020.18,1087.63,1072.93,1076.11,1078.99,1120.93,1150.56,1116.17,1133.48,1132.74,1112.96,1100.73                                     
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2011,1014.59,1003.17,1036.66,1041.04,1031.18,1055.75,1059.82,1049.25,1018.44,1060.79,1084.8,1077.85,1045.85                                     
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2012,1058.51,1075.29,1090.75,1064.68,1078.47,1105.74,1100.02,1129.88,1141.3,1155,1171.05,1230.77,1117.7                                         
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2013,1211.25,1174.68,1192.46,1233.28,1223.21,1236.38,1264.73,1235,1224.25,1195.63,1184.65,1195.26,1213.46                                       
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2014,1264.79,1231.35,1255.03,1284.36,1296.75,1246.47,1252.72,1304.55,1354,1299.97,1281,1269.47,1278.94                                          
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2015,1290.58,1183.26,1317.62,1319.3,1391.21,1414.4,1409.07,1412.68,1358.71,1420.28,1433.74,1480.68,1374.27                                      
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2016,1437.16,1336.61,1471.82,1443.24,1403.31,1383.55,1387.9,1396.33,1416.42,1333.31,1289.17,1330.69,1386.69                                     
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2017,1255.23,1228.44,1191.88,1243.07,1284.87,1300.36,1302.48,1340.42,1332.56,1306.84,1290.02,1340.79,1287.2                                     
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2018,1277.23,1366.78,1336.41,1381.98,1374.17,1393.77,1396.41,1405.13,1383.46,1467.57,1384.08,1465.18,1389.05                                    
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2019,1441.72,1412.59,1469.89,1436.75,1433.76,1402.86,1398.6,1426.85,1461.21,1379.69,1334,1350.73,1411.07                                        
"20238000","Specialty Trade Contractors","Production Workers","01","000036","New York State",2020,1368.09,,,,,,,,,,,,                                                                                                                        
"30000000","Manufacturing","Production Workers","01","000036","New York State",2007,753.36,731.67,749.18,767.75,759.53,774.38,748.37,771.86,769.83,735.07,749.43,750.83,754.39                                                               
"30000000","Manufacturing","Production Workers","01","000036","New York State",2008,724.4,729.2,737.67,742.96,730.36,734.42,730.39,742.5,743.16,739.31,732.65,729.15,735.77                                                                  
"30000000","Manufacturing","Production Workers","01","000036","New York State",2009,684.94,707.25,701.57,702.29,714.4,731.41,724.78,741.42,759.09,757.64,740.48,750.13,724.91                                                                
"30000000","Manufacturing","Production Workers","01","000036","New York State",2010,738.15,738.54,747.04,745.01,750.06,747.25,744.6,749.29,738.11,755.01,756.2,754.2,746.63                                                                  
"30000000","Manufacturing","Production Workers","01","000036","New York State",2011,724.83,736.48,737.91,753.17,755.42,755.21,749.58,749.29,750.92,753.58,759.73,772.72,750.51                                                               
"30000000","Manufacturing","Production Workers","01","000036","New York State",2012,750.39,747.2,748.37,740.8,742.54,749.42,750.12,734.05,734.56,737.6,737.67,758.3,743.45                                                                   
"30000000","Manufacturing","Production Workers","01","000036","New York State",2013,768.81,764.24,768.62,771.84,769.52,777.3,772.86,786.11,796.17,788.66,782.36,794.99,777.7                                                                 
"30000000","Manufacturing","Production Workers","01","000036","New York State",2014,788.67,772.12,772.86,780.21,786.51,779.11,786.92,785.45,797.09,804.82,803.44,820.66,790.39                                                               
"30000000","Manufacturing","Production Workers","01","000036","New York State",2015,800.98,786.8,806.96,804.91,795.76,787.73,774.33,767.72,765.75,769.62,775.58,779.22,783.76                                                                
"30000000","Manufacturing","Production Workers","01","000036","New York State",2016,770.54,766,773.85,775.2,779.6,794.21,770,786.76,788.42,790.33,793.98,793.19,782.35                                                                       
"30000000","Manufacturing","Production Workers","01","000036","New York State",2017,780.47,786.74,790,792.41,813.25,818.07,821.3,841.87,853.82,856.45,857.26,880.27,824.06                                                                   
"30000000","Manufacturing","Production Workers","01","000036","New York State",2018,877.08,889.61,891.63,911.76,901.32,901.69,910.93,913.84,918.81,920.61,917.52,939.33,908.46                                                               
"30000000","Manufacturing","Production Workers","01","000036","New York State",2019,890.87,899.75,910.21,920.23,915.75,940.85,930.01,944.3,948.59,936.1,926.31,940.58,924.62                                                                 
"30000000","Manufacturing","Production Workers","01","000036","New York State",2020,918.29,,,,,,,,,,,,                                                                                                                                       
"31000000","Durable Goods","Production Workers","01","000036","New York State",2007,814.73,803.53,825.38,838.04,839.63,853.26,823.3,850.36,853.22,810.42,824.06,813.55,828.24                                                                
"31000000","Durable Goods","Production Workers","01","000036","New York State",2008,784.46,802.78,813.65,820,799.16,801.5,804.72,814.87,826.21,828.23,812.84,808.29,809.63                                                                   
"31000000","Durable Goods","Production Workers","01","000036","New York State",2009,742.08,775.32,778.14,768.38,773.67,791.22,797.72,810.4,825.39,836.81,823.69,838.04,795.96                                                                
"31000000","Durable Goods","Production Workers","01","000036","New York State",2010,829.46,831.03,818.51,820.08,823.33,825.65,818.36,821.94,806.67,828.34,835.81,835.15,824.54                                                               
"31000000","Durable Goods","Production Workers","01","000036","New York State",2011,803.19,817.07,818.86,840.5,844.99,850.72,847.32,860.29,864.74,870.14,873.85,888.1,849.11                                                                 
"31000000","Durable Goods","Production Workers","01","000036","New York State",2012,866.74,874.03,869.13,857.62,859.72,856.94,862.75,845.29,843.3,845.49,841.59,858.95,857.21                                                                
"31000000","Durable Goods","Production Workers","01","000036","New York State",2013,862.42,854.96,865.08,862.75,861.53,865.85,856.33,878.38,890.02,880.22,873.13,879.89,868.31                                                               
"31000000","Durable Goods","Production Workers","01","000036","New York State",2014,878.38,860.13,866.06,874.85,884.94,867.57,877.34,859.85,883.98,890.78,888.72,911.03,879.45                                                               
"31000000","Durable Goods","Production Workers","01","000036","New York State",2015,895.03,880.74,914.63,906.95,896.76,884.94,861.9,852.84,859.31,872.36,878.22,886.21,882.84                                                                
"31000000","Durable Goods","Production Workers","01","000036","New York State",2016,881.98,876.1,878.18,880.93,887.33,906.64,868.08,896.72,897.97,898.98,906.1,906.66,889.6                                                                  
"31000000","Durable Goods","Production Workers","01","000036","New York State",2017,885.95,893.38,901.45,884.91,910.03,923.93,922.19,926.78,946.02,956.25,958.65,986.21,924.87                                                               
"31000000","Durable Goods","Production Workers","01","000036","New York State",2018,990.79,1004.5,1014.76,1020.27,1020.6,1005.35,1023.96,1029.58,1042.86,1044.81,1064.94,1084.17,1028.23                                                     
"31000000","Durable Goods","Production Workers","01","000036","New York State",2019,1013.02,1024.49,1045.72,1044.94,1035.83,1063.71,1050.82,1072.28,1068.08,1073.55,1066.8,1072.72,1051.65                                                   
"31000000","Durable Goods","Production Workers","01","000036","New York State",2020,1039.58,,,,,,,,,,,,                                                                                                                                      
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2007,654.61,619.32,630.03,656.32,634.85,652.88,630.64,651.37,639.34,617.54,631.35,650.87,638.93                                                           
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2008,627.07,613.01,619.29,622.13,622.86,631.86,621.23,635.36,620.5,609.48,617.85,616.97,621.46                                                            
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2009,601.98,609.99,594.83,608.81,632.56,652.46,624.95,649.63,667.95,650.68,626.42,627.59,628.71                                                           
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2010,611.13,611.42,647.5,637.77,648.72,638.79,641.6,647.6,644.01,650.84,645.27,641.43,638.38                                                              
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2011,609.94,622.84,625.11,629.45,630.99,620.37,613.66,593.91,594.28,594.83,603.02,614.03,612.96                                                           
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2012,591.39,577.28,584.3,584.22,584.4,603.21,599.04,582.91,590.89,591.32,596.6,623.22,592.25                                                              
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2013,639.9,639.94,635.99,648.25,646.62,657.89,660.13,660.92,669.34,663.94,656.49,679.6,655.51                                                             
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2014,661.83,649.95,646.94,650.65,653.57,656.66,667.19,686.84,680.75,688.35,689.5,698.36,669.9                                                             
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2015,672.47,660.38,664.12,668.75,662.78,655.31,654.27,651.45,639.74,634.1,636.51,632.33,653.57                                                            
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2016,623.62,618.91,635.14,632.97,634.66,648.35,643.97,647.19,646.2,650.29,649.74,646.13,639.36                                                            
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2017,647.57,652.87,649.77,676.09,693.4,682.89,696.31,737.09,739.51,730.22,726.21,741.45,697.18                                                            
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2018,730.59,741.99,735.37,767.02,744.53,768.29,767.69,762.81,758.06,761.9,728.23,753.13,750.94                                                            
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2019,726.17,731.08,731.08,756.2,755.09,778.52,770.96,775.78,791.62,760.11,743.82,769.4,758.15                                                             
"32000000","Non Durable Goods","Production Workers","01","000036","New York State",2020,760.26,,,,,,,,,,,,                                                                                                                                   
"05000000","Total Private","All Workers","01","000036","New York State",2007,856.99,858.48,856.49,869.72,851.57,858.42,867.1,857.96,870.44,858.08,860.59,874,861.71                                                                          
"05000000","Total Private","All Workers","01","000036","New York State",2008,861.56,867.85,880.48,869.89,868.68,875.61,866.63,874.79,870.23,863.43,877.57,865.08,869.21                                                                      
"05000000","Total Private","All Workers","01","000036","New York State",2009,862.85,877.54,869.67,855.26,854.63,860.5,861.71,877.05,869.8,868.11,883.66,875.19,866.43                                                                        
"05000000","Total Private","All Workers","01","000036","New York State",2010,876.96,875.02,877.89,883.19,890.46,875.98,881.14,892.68,881.96,888.76,894.44,898.54,883.77                                                                      
"05000000","Total Private","All Workers","01","000036","New York State",2011,906.83,891.31,890.69,896.24,908.01,892.96,901.97,895.23,908.69,923.36,911.15,913.14,902.97                                                                      
"05000000","Total Private","All Workers","01","000036","New York State",2012,934,915.64,912.6,930.89,908.54,911.88,927.5,910.18,940.5,914.96,922.06,953.54,924.12                                                                            
"05000000","Total Private","All Workers","01","000036","New York State",2013,932.31,930.3,931.06,934.08,928.37,953.15,938.01,939.08,956.16,935.51,939.56,953.95,939.98                                                                       
"05000000","Total Private","All Workers","01","000036","New York State",2014,937.2,952.22,957.22,945.5,940.46,963.9,945.72,946.49,952.82,952.22,976.82,958.09,951.35                                                                         
"05000000","Total Private","All Workers","01","000036","New York State",2015,964.13,981.01,981.89,968.49,964.49,961.12,963.98,986.33,967.19,971.57,996.2,980,975.13                                                                          
"05000000","Total Private","All Workers","01","000036","New York State",2016,979.62,979.73,976.02,971.03,982.13,962.46,977.64,992.37,984.38,1003.52,984.57,985.49,980.55                                                                     
"05000000","Total Private","All Workers","01","000036","New York State",2017,1010.36,992.34,983.67,1015.05,990.68,988.64,1014.03,995.62,1003.34,1026.17,1007.01,1016.03,1004                                                                 
"05000000","Total Private","All Workers","01","000036","New York State",2018,1012,1019.7,1016.28,1041.75,1021.23,1020.98,1050.34,1031.73,1055.71,1040.16,1041.48,1074.19,1036.96                                                             
"05000000","Total Private","All Workers","01","000036","New York State",2019,1050.5,1055.1,1046.22,1048.52,1047.21,1073.59,1056.55,1067.05,1093.85,1061.08,1070.9,1096.26,1062.93                                                            
"05000000","Total Private","All Workers","01","000036","New York State",2020,1075.18,,,,,,,,,,,,                                                                                                                                             
"06000000","Goods Producing","All Workers","01","000036","New York State",2007,940.69,922.78,943.5,948.4,957.45,951.56,947.27,948.02,963.4,938.73,951.05,961.26,946.89                                                                       
"06000000","Goods Producing","All Workers","01","000036","New York State",2008,946.13,945,955.08,949.13,948.65,955.08,938.37,946.13,942.26,942.94,958.5,957.86,949.4                                                                         
"06000000","Goods Producing","All Workers","01","000036","New York State",2009,937.66,941.69,956.08,943.8,963.85,967.88,983.6,994.52,989.89,993.77,1005.84,1002.46,973.16                                                                    
"06000000","Goods Producing","All Workers","01","000036","New York State",2010,997.9,973.19,1006.97,1013.46,1019.94,1011.78,1025.67,1046.06,1022.58,1043.74,1051.79,1041.8,1022.61                                                           
"06000000","Goods Producing","All Workers","01","000036","New York State",2011,1010.02,1017.98,1039.87,1047.99,1058.85,1055.73,1077.96,1072.47,1079.48,1089.98,1113.96,1110.05,1065.84                                                       
"06000000","Goods Producing","All Workers","01","000036","New York State",2012,1078.53,1090.32,1101.26,1096.87,1091.33,1108.26,1107.82,1101.64,1117.87,1110.46,1108.98,1122.17,1104.11                                                       
"06000000","Goods Producing","All Workers","01","000036","New York State",2013,1105.51,1087.27,1092.28,1103.9,1094.61,1090.8,1110.91,1113.22,1114.56,1104.57,1103.42,1105.15,1102.07                                                         
"06000000","Goods Producing","All Workers","01","000036","New York State",2014,1108.71,1073.75,1091.9,1116.45,1126.56,1118.63,1131.98,1145.99,1157.75,1147.46,1153.14,1160.39,1127.67                                                        
"06000000","Goods Producing","All Workers","01","000036","New York State",2015,1147.46,1116.44,1159.73,1152.61,1164.46,1161.66,1168.7,1163.76,1147.15,1181,1186.5,1202.76,1162.45                                                            
"06000000","Goods Producing","All Workers","01","000036","New York State",2016,1168.09,1137.41,1186.16,1182.34,1186.54,1178.36,1186.16,1184.26,1185.8,1176.94,1160.08,1162.35,1175.81                                                        
"06000000","Goods Producing","All Workers","01","000036","New York State",2017,1153.79,1130.25,1129.86,1169.15,1182.29,1190.78,1195.48,1208.37,1222.15,1218.6,1225.07,1236.48,1189.78                                                        
"06000000","Goods Producing","All Workers","01","000036","New York State",2018,1215.45,1236.68,1224.87,1255.3,1259.52,1272.64,1279.81,1279.74,1274.73,1303.14,1270.41,1322.99,1265.82                                                        
"06000000","Goods Producing","All Workers","01","000036","New York State",2019,1279.92,1271.63,1287.06,1301.09,1303.35,1294.08,1289.56,1305.45,1318.12,1280.54,1282.88,1301.59,1292.69                                                       
"06000000","Goods Producing","All Workers","01","000036","New York State",2020,1284.48,,,,,,,,,,,,                                                                                                                                           
"08000000","Private Service Providing","All Workers","01","000036","New York State",2007,843.15,848.68,844.82,859.61,836.5,844.37,855.82,846.05,858.16,846.54,847.7,861.71,850.08                                                            
"08000000","Private Service Providing","All Workers","01","000036","New York State",2008,852.1,856.13,870.35,858.14,856.65,863.94,855.31,864.45,860.16,851.7,865.42,854.81,860.02                                                            
"08000000","Private Service Providing","All Workers","01","000036","New York State",2009,853.24,868.56,856.14,842.73,838.96,846.7,847.49,861.5,852.91,852.24,868.66,859.88,854.15                                                            
"08000000","Private Service Providing","All Workers","01","000036","New York State",2010,861.92,862.26,861.87,867.47,875.02,858.14,863.18,874.28,861.72,871.67,875.69,880.38,867.73                                                          
"08000000","Private Service Providing","All Workers","01","000036","New York State",2011,893.78,874.82,874.82,877.42,889.39,872.59,879.14,872.49,887.04,904.83,886.75,889.39,882.73                                                          
"08000000","Private Service Providing","All Workers","01","000036","New York State",2012,916.61,894.08,889.73,912.49,885.44,887.77,906.19,885.77,918.01,891.71,899.06,935.58,901.8                                                           
"08000000","Private Service Providing","All Workers","01","000036","New York State",2013,913.44,914.55,911.57,914.55,909.59,935.51,918.5,918.91,938.78,914.55,918.53,936.87,921.41                                                           
"08000000","Private Service Providing","All Workers","01","000036","New York State",2014,918.57,939.56,941.06,924.33,918.72,943.88,922.96,922.41,929.27,928.95,958.1,934.74,932.59                                                           
"08000000","Private Service Providing","All Workers","01","000036","New York State",2015,942.91,968.03,960.48,947.85,942.69,935.55,937.39,964.32,944.01,946.99,972.94,951.39,952.84                                                          
"08000000","Private Service Providing","All Workers","01","000036","New York State",2016,957.43,962.03,949.64,946.67,957.99,935.13,952.62,968.11,959.57,980.73,964.26,964.53,957.06                                                          
"08000000","Private Service Providing","All Workers","01","000036","New York State",2017,992.64,977.4,967.46,997.26,967.27,967.59,993.01,969.56,978.1,1002.6,981.7,992.92,983.38                                                             
"08000000","Private Service Providing","All Workers","01","000036","New York State",2018,990.47,997.1,994.03,1016.47,991.25,989.74,1023.33,1002.7,1028.28,1010.27,1016.93,1045.77,1009.78                                                    
"08000000","Private Service Providing","All Workers","01","000036","New York State",2019,1025.78,1031.62,1018.42,1019.71,1015.27,1047.71,1029.6,1040.27,1068.3,1036.2,1046.52,1073.19,1036.48                                                
"08000000","Private Service Providing","All Workers","01","000036","New York State",2020,1053.2,,,,,,,,,,,,                                                                                                                                  
"20000000","Construction","All Workers","01","000036","New York State",2007,1070.73,1063.56,1081.35,1065.65,1088.48,1073.42,1071.28,1072.71,1091.49,1079.2,1082.64,1086.69,1078.4                                                            
"20000000","Construction","All Workers","01","000036","New York State",2008,1088.85,1085.28,1087.05,1066.93,1078.92,1086.9,1090.62,1095.28,1096.83,1086.36,1108.38,1099.61,1088.05                                                           
"20000000","Construction","All Workers","01","000036","New York State",2009,1104.66,1096.2,1108.6,1085.99,1103.28,1101.2,1137.53,1138.43,1118.66,1125.72,1149.26,1147.98,1118.94                                                             
"20000000","Construction","All Workers","01","000036","New York State",2010,1165.64,1096.84,1167.08,1166.76,1168.86,1167.66,1186.64,1227.64,1191,1215.49,1228.29,1218.81,1185.91                                                             
"20000000","Construction","All Workers","01","000036","New York State",2011,1164.48,1181.65,1211.75,1195.88,1194.34,1194.51,1215.36,1201.43,1210.36,1219.62,1245.49,1227.75,1205.83                                                          
"20000000","Construction","All Workers","01","000036","New York State",2012,1201.93,1228.66,1251,1235.43,1225.45,1246.44,1241.34,1247.69,1281.42,1275,1291.3,1303.26,1254.03                                                                 
"20000000","Construction","All Workers","01","000036","New York State",2013,1282.79,1253.15,1248.56,1281.37,1278.95,1243.47,1294.88,1284.5,1283.4,1253.67,1272.76,1261.33,1271.48                                                            
"20000000","Construction","All Workers","01","000036","New York State",2014,1279.44,1216.58,1253.16,1291.98,1297.84,1264.69,1289.45,1315.2,1333.88,1311.38,1317.16,1300.86,1289.29                                                           
"20000000","Construction","All Workers","01","000036","New York State",2015,1308.82,1252.76,1341.17,1334.25,1355.63,1367.18,1391.14,1382.92,1346.16,1399.41,1404.65,1451.19,1362.48                                                          
"20000000","Construction","All Workers","01","000036","New York State",2016,1397.63,1337.28,1435.26,1405.86,1387.14,1383.41,1406.09,1400.18,1406.47,1377.14,1347.16,1361.57,1387.54                                                          
"20000000","Construction","All Workers","01","000036","New York State",2017,1340.28,1306.62,1301.6,1347.95,1369.73,1373.01,1376.77,1402.88,1405.83,1393.52,1400.53,1422.62,1372.64                                                           
"20000000","Construction","All Workers","01","000036","New York State",2018,1385.21,1423.97,1403,1436.66,1446.98,1448.18,1454.26,1457.48,1442.89,1498.2,1433.57,1512.19,1447.88                                                              
